id		x		y		z		covariance(major diagonal)


22	-2.5152	-1.2189	0.1701	458.7934	468.4925	5.8838
217	-2.1382	-1.1048	0.2536	458.0899	468.3754	5.8864
289	-1.9743	-1.2770	0.4910	458.8148	468.3684	5.8858
297	-1.5447	-1.0666	0.7980	458.1928	468.7450	5.9028
321	-1.7335	1.0582	0.3799	499.2405	381.4381	6.3522
720	-3.0392	-0.9011	0.6974	1000.0000	1000.0000	10.0000
852	-1.2275	-0.4063	0.5926	499.8183	461.7450	5.5374
857	-1.7455	-1.0928	0.6914	457.9990	468.4992	5.8995
862	-1.7541	-1.1613	0.8163	318.8222	279.2023	3.7120
573	-1.4703	-0.4412	0.2021	495.5851	500.6971	5.2238
772	-2.9810	0.4813	0.6054	1000.0000	1000.0000	10.0000
43	-2.9038	1.3748	-1.0807	1000.0000	1000.0000	10.0000
144	0.1555	-0.1002	-1.0124	1000.0000	1000.0000	10.0000
613	-2.0582	-3.9154	-0.5031	1000.0000	1000.0000	10.0000
664	-1.3039	-4.8516	-0.6451	1000.0000	1000.0000	10.0000
716	-2.9434	-4.5261	0.0314	1000.0000	1000.0000	10.0000
840	-2.2435	-4.5008	-0.4453	1000.0000	1000.0000	10.0000
978	-1.7409	-4.8182	0.1122	1000.0000	1000.0000	10.0000
86	-4.6158	-2.3339	0.0285	1000.0000	1000.0000	10.0000
92	-5.4870	-2.6306	0.1421	467.4483	504.9674	5.4215
513	-5.0550	-2.1824	-0.1900	1000.0000	1000.0000	10.0000
940	-3.6579	-2.4856	-0.2820	1000.0000	1000.0000	10.0000
971	-4.6065	-3.0975	-0.2170	1000.0000	1000.0000	10.0000
537	-5.1034	-3.0922	-0.7058	1000.0000	1000.0000	10.0000
141	-5.7867	-2.4988	-0.8770	1000.0000	1000.0000	10.0000
145	-4.0743	-3.6724	-0.0795	380.5978	498.6886	6.3759
207	-3.9475	-3.5088	-0.4399	380.3603	498.8673	6.3765
577	-3.5530	-3.7428	0.0481	380.8448	498.7039	6.3792
594	-6.2823	-3.1548	-0.7974	1000.0000	1000.0000	10.0000
596	-6.2278	-2.1261	-0.5361	1000.0000	1000.0000	10.0000
735	-3.8019	-2.9939	-0.5165	379.7554	498.8937	6.3756
791	-5.2594	-3.6731	-0.1047	412.4091	476.0529	6.2759
126	-7.6695	-2.5201	0.1709	1000.0000	1000.0000	10.0000
161	-8.3667	-2.7005	0.0271	1000.0000	1000.0000	10.0000
417	-8.0227	-2.9029	0.4733	1000.0000	1000.0000	10.0000
656	-7.6848	-4.2356	0.3941	1000.0000	1000.0000	10.0000
204	-5.4417	-4.6280	1.1055	1000.0000	1000.0000	10.0000
458	-5.6743	-4.0904	0.2743	1000.0000	1000.0000	10.0000
420	-5.1973	-5.4212	-0.0596	1000.0000	1000.0000	10.0000
422	-6.8439	-5.7283	-0.4290	1000.0000	1000.0000	10.0000
585	-4.9006	-4.6510	0.1752	1000.0000	1000.0000	10.0000
933	-5.7858	-4.9678	-0.2458	1000.0000	1000.0000	10.0000
392	-5.6074	-6.8233	0.1414	340.4144	278.5764	3.4970
729	-5.7116	-6.2543	0.2177	343.3140	278.5774	3.5679
948	-5.2394	-8.2000	0.3085	201.0635	193.8237	2.6429
185	-6.6710	-8.7261	-0.1537	151.5961	120.6605	1.6134
302	-6.6479	-9.1815	0.4699	138.3178	123.5743	1.6135
582	-5.7619	-9.0310	-0.3658	330.5834	279.4068	4.6893
88	-5.7989	-9.6568	-0.2067	144.8977	138.7951	2.0561
175	-4.7542	-9.8232	0.4257	203.8683	219.6338	2.7016
985	-5.1729	-9.7260	0.2881	142.4125	154.4619	1.8900
122	-5.8617	-9.9357	-0.6442	179.1051	170.3589	2.3745
411	-6.7803	-10.0709	0.3560	114.3817	113.6191	1.4459
983	-5.9875	-10.1415	0.0195	95.5468	90.7772	1.2171
76	-5.7180	-11.8474	0.3859	180.2694	148.3638	2.8394
345	-7.1409	-11.8990	0.1932	149.4457	113.2161	1.8451
923	-6.6064	-11.4812	0.3166	116.1082	95.6212	1.4460
71	-7.3687	-8.9021	-0.2049	255.9838	238.5029	2.7157
299	-7.6633	-9.6223	-0.3123	197.2848	193.1589	2.1759
518	-7.1790	-9.6564	-0.1428	333.2908	285.0388	3.4479
627	-7.2901	-9.2887	-0.7150	1000.0000	1000.0000	10.0000
679	-6.8054	-10.0737	-0.1929	193.1238	159.6757	2.2556
784	-7.2928	-9.4435	-0.3193	241.4744	233.3375	2.7229
790	-7.5118	-9.5215	0.0279	198.8023	185.7507	2.2248
114	-8.7425	-9.2952	-0.2101	234.8945	256.3249	2.8953
279	-7.7602	-10.4923	-0.0409	139.4510	125.3045	1.6481
338	-8.2738	-9.3163	-0.3581	233.9063	231.0245	2.7584
353	-8.0784	-9.4843	-0.3683	252.0701	235.0366	2.6368
778	-8.9168	-10.9281	0.1050	193.1562	203.6075	2.3141
366	-8.9363	-10.3838	0.3031	269.1362	324.5816	3.4545
584	-8.5604	-9.8554	0.7602	268.7663	324.7638	3.4561
687	-9.5745	-8.1736	0.4536	227.6764	185.9378	2.6933
894	-9.1200	-8.8375	0.6274	215.1518	204.2780	2.7940
214	-9.6868	-9.0447	0.4741	247.9786	201.8092	2.8882
628	-10.4952	-12.4572	0.0357	333.8854	257.3318	4.5370
660	-9.4362	-8.8102	0.2552	323.0579	247.0872	3.7478
748	-9.7136	-10.6584	0.0824	274.1588	315.3539	4.2281
180	-11.6781	-8.7338	0.5000	241.0337	203.7214	3.0179
658	-12.6222	-9.8821	0.2472	172.3833	161.2113	2.4386
999	-13.0731	-9.6195	0.4740	286.3810	327.8075	4.1728
248	-12.7868	-10.1332	0.4036	286.4080	331.6748	3.8552
485	-12.5808	-8.7520	0.2104	205.0981	198.7649	2.9483
586	-12.6947	-9.4415	0.1160	219.8404	208.1748	2.8708
211	-11.2383	-10.8469	-0.3878	1000.0000	1000.0000	10.0000
626	-9.4688	-8.0152	0.6376	324.5529	234.6998	3.6749
349	-5.6470	-12.2851	0.1613	154.2198	135.0989	1.9254
451	-7.1024	-11.6030	0.0984	226.3626	228.3311	2.6661
181	-10.7487	-12.4380	-0.3730	1000.0000	1000.0000	10.0000
435	-10.2117	-11.6939	-0.2694	1000.0000	1000.0000	10.0000
686	-10.4431	-11.7102	-0.0371	1000.0000	1000.0000	10.0000
7	-5.6872	-12.3630	0.5241	198.5245	212.0521	3.7200
741	-5.6659	-12.3319	-0.2763	184.4160	158.4984	3.0683
991	-5.8309	-12.4166	0.2149	198.6041	211.8229	3.7224
36	-5.0060	-11.9687	-0.5925	1000.0000	1000.0000	10.0000
711	-5.1318	-11.8010	-0.1874	1000.0000	1000.0000	10.0000
770	-4.5513	-12.2639	-0.1392	1000.0000	1000.0000	10.0000
738	-5.1546	-8.4558	-0.3609	504.3550	390.0866	6.2227
228	-4.7876	-7.0575	-0.3741	1000.0000	1000.0000	10.0000
300	-4.0343	-8.1302	0.3214	1000.0000	1000.0000	10.0000
643	-4.2239	-9.0458	-0.1287	1000.0000	1000.0000	10.0000
606	-7.1686	-7.2857	-0.6011	1000.0000	1000.0000	10.0000
873	-8.7219	-8.3286	-0.7372	1000.0000	1000.0000	10.0000
20	-9.0767	-7.3370	0.4721	1000.0000	1000.0000	10.0000
261	-10.2478	-7.4258	0.6038	1000.0000	1000.0000	10.0000
567	-9.2598	-7.4152	0.3089	1000.0000	1000.0000	10.0000
977	-9.7182	-8.8722	-0.0484	1000.0000	1000.0000	10.0000
997	-9.0068	-8.3078	-0.2530	462.5831	490.2064	5.6482
834	-10.2745	-7.4284	-0.5154	1000.0000	1000.0000	10.0000
443	-10.4249	-7.3418	0.0705	1000.0000	1000.0000	10.0000
79	-11.5749	-8.4032	0.4589	151.2233	128.0801	1.8294
816	-11.5209	-7.6423	-0.5651	317.2651	247.3637	4.1693
920	-12.1406	-8.7149	-0.4740	476.4598	378.7500	6.6104
21	-11.3842	-11.9133	-0.6595	1000.0000	1000.0000	10.0000
